"subid","age","annual_income","country","density","education_level","languages_spoken_at_home","number_of_books","number_of_children","number_of_guardians","race_identification","spouse_education_level","state"
NA,NA,NA,"US","suburban",NA,"English",NA,4,NA,"[]",NA,"IL"
NA,"35-39","190000","US","urban","prof","English and Portuguese",40,2,"2","[u'white', u'hisp']","prof","OH"
NA,"30-34",">200000","US","rural","prof","English",137,2,"2","[u'white', u'asian']","prof","MI"
NA,"35-39","100000","US","suburban","prof","English, Marathi",30,2,"2","[u'asian']","prof","NC"
NA,"30-34",NA,"US","urban","prof","English",50,2,"2","[u'other']","bach","ID"
NA,"30-34","40000","US","rural","bach","English",300,2,"2","[u'white']","prof","GA"
NA,"25-29","50000","US","suburban","bach","English",1000,1,"2","[u'white']","col","NV"
NA,"30-34","160000","US","suburban","prof","English",100,1,"2","[u'white']","prof","MA"
NA,"40-44","70000","US","suburban","bach","English",80,1,"2","[u'white']","prof","FL"
NA,"25-29","40000","US","rural","assoc","English",200,1,"2","[u'white']","bach","UT"
NA,"30-34","70000","US","suburban","bach","English",100,4,"2","[u'white']","bach","NV"
NA,"35-39","100000","US","rural","bach","English",350,3,"2","[u'white', u'black', u'other']","bach","NE"
NA,"40-44","40000","US","rural","bach","English",100,2,"2","[u'white']","grad","SD"
NA,"35-39","150000","US","suburban","bach","English",75,1,"2","[u'white']","prof","CA"
NA,"25-29","30000","US","rural","col","English",500,4,"2","[u'white']","hs","WV"
NA,"30-34","50000","US","urban","prof","English",50,2,"2","[u'white']","hs","AR"
NA,"35-39","160000","US","urban","bach","English",30,1,"2","[u'asian']","prof","WA"
NA,"25-29","20000","US","urban","col","English",40,2,"2","[u'hisp']","prof","TX"
NA,"35-39","20000","US","rural","col","English,",40,3,"2","[u'white']","col","PA"
NA,"30-34","100000","US","suburban","bach","English",500,3,"2","[u'white']","bach","MI"
NA,"30-34","80000","US","suburban","prof","English",100,2,"2","[u'white']","prof","PA"
NA,"30-34","50000","US","rural","hs","English",60,2,"2","[u'white']","col","MO"
NA,"40-44","15000","US","suburban","assoc","English",35,4,"2","[u'white', u'hisp']","assoc","CA"
NA,"30-34","140000","US","rural","prof","English",175,3,"2","[u'white']","prof","KY"
NA,"40-44","150000","US","suburban","prof","English",300,4,"2","[u'white']","prof","NC"
NA,"30-34","80000","US","suburban","col","English",200,3,"2","[u'white']","prof","WA"
NA,"30-34","110000","US","suburban","prof","English",100,1,"2","[u'white']","prof","NY"
NA,"25-29","110000","US","suburban","bach","English",50,2,"2","[u'white']","prof","CA"
NA,"35-39","na","US","suburban","bach","English",80,2,"2","[u'white']","prof","SC"
NA,"25-29","40000","US","urban","col","English",50,2,"2","[u'white']","assoc","IN"
NA,"35-39","40000","US","urban","col","English",30,3,"2","[u'other']","hs","MD"
NA,"45-59","80000","US","rural","prof","English",200,1,NA,"[u'white']","prof","NE"
NA,"35-39",NA,"US","suburban","grad","English",100,2,"2","[u'white']","prof","NY"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,"30-34","110000","US","urban","prof","hindi",30,1,"2","[u'asian']","bach","MA"
NA,"30-34","100000","US","suburban","prof","English",200,3,"2","[u'white']","prof","MO"
NA,"40-44","5000","AE","urban","prof","english",4,2,"2","[u'asian']","prof",NA
NA,"35-39","10000","DO","urban","prof","SPANISH",42,2,"3>","[u'hisp']","prof",NA
NA,"35-39",">200000","US","suburban","bach","english",500,2,"2","[u'white']","bach","CA"
NA,"30-34","80000","US","urban","prof","English",100,1,"2","[u'white']","prof","MA"
NA,"18-21","0","US","urban","some","English",10,3,"2","[u'other']","na","MA"
NA,"25-29","40000","US","urban","bach","English",100,2,"2","[u'hisp']","hs","MA"
NA,"35-39","190000","US","suburban","prof","English",100,2,"2","[u'white']","prof","FL"
NA,"25-29","80000","US","suburban","col","English and some ASL",60,1,"2","[u'white']","grad","CA"
NA,"25-29","30000","US","suburban","col","English",130,2,"2","[u'black']","hs","MI"
NA,"25-29","50000","US","rural","bach","English",400,4,"2","[u'white']","assoc","OK"
NA,"30-34","40000","US","urban","bach","English",150,3,"2","[u'white', u'hisp']","bach","AZ"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,"25-29","90000","US","suburban","bach","English",450,3,"2","[u'white']","prof","WA"
NA,"30-34","50000","US","suburban","bach","English and we are trying to speak some Spanish",150,3,"2","[u'white', u'black']","assoc","LA"
NA,"30-34","70000","US","suburban","col","English",250,3,"2","[u'white']","bach","PA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,"35-39","90000",NA,NA,"bach",NA,100,6,"2","[u'white']","bach",NA
NA,"35-39","50000",NA,"suburban","bach","English",50,3,"2","[u'white']","col",NA
NA,"35-39","150000","US","suburban","prof","English",250,3,"2","[u'white']","bach","PA"
NA,"35-39","80000",NA,NA,"col","English",30,1,"1","[u'white']","hs",NA
NA,"30-34","110000",NA,NA,"prof",NA,150,2,"varies","[u'white']","bach",NA
NA,"25-29","5000",NA,NA,"bach",NA,60,NA,"1","[u'white']","col",NA
NA,"25-29","50000","US","suburban","prof","English",30,3,"2","[u'white']","prof","VA"
NA,"30-34","80000",NA,NA,"bach",NA,30,NA,"2","[u'white']","bach",NA
NA,"25-29","100000",NA,NA,"prof","English",300,2,"2","[u'white']","prof",NA
NA,"25-29","100000","US","suburban","prof","English",30,1,"2","[u'white']","bach","OR"
NA,"30-34","110000","US","rural","prof","English",30,1,"2","[u'white']","prof","IA"
NA,"30-34","40000","CN","urban","prof","Chinese",10,1,"2","[u'asian']","prof",NA
NA,"25-29","80000","MX","suburban","prof","SPANISH ENGLISH",12,1,"2","[u'hisp']","prof",NA
NA,"40-44","190000","US","urban","prof","English, some Russian",25,1,"2","[u'white']","prof","CT"
NA,"35-39","180000","US","urban","prof","English",200,2,"2","[u'white']","prof","PA"
NA,"30-34","100000","US","suburban","prof","English",100,2,NA,"[u'white']","prof","NY"
NA,"35-39","120000","US","urban","prof","English",200,3,"2","[u'white']","prof","MA"
NA,"35-39",NA,"US","urban","prof","English",50,1,"2","[u'white']","grad","MA"
NA,"30-34",">200000","US","urban","prof","Chinese",50,1,"2","[u'asian']","prof","WA"
NA,"40-44",NA,"US","urban","prof","English",200,3,"2","[u'white']","col","MA"
NA,"30-34","80000","US","suburban","prof","English",50,2,"2","[u'white']","prof","MD"
NA,"25-29","150000","US","urban","grad","English",300,2,"2","[u'white']","prof","MA"
NA,NA,NA,"AO",NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,"25-29","70000","US","suburban","grad","korean",10,1,"2","[u'asian']","prof","CA"
NA,"25-29","30000","US","suburban","assoc","English",100,2,"2","[u'white']","col","FL"
NA,"30-34","80000","US","rural","bach","English",1000,4,"2","[u'white']","prof","IL"
NA,"25-29","100000","US","suburban","grad","Korean",10,1,"3>","[u'asian']","prof","CA"
NA,"30-34",NA,"US","urban","assoc","English",500,3,"2","[u'white']","bach","CA"
NA,"35-39",">200000","US","urban","prof","English",50,2,"2","[u'white']","prof","MA"
NA,"35-39","150000","US","urban","grad","English, some Spanish",150,2,"2","[u'white', u'hisp']","bach","MA"
NA,"35-39","na","US","suburban","prof","English",100,1,"2","[u'white']","prof","CA"
NA,"25-29","30000","US","rural","bach","English, Spanish, German, French, Hawaiian",15,1,"2","[u'white', u'hisp']","bach","HI"
NA,"35-39","60000","US","urban","bach","English & Italian",200,2,"2","[u'white']","bach","MA"
NA,"30-34","160000","US","suburban","bach","English",1000,2,"2","[u'white']","prof","NH"
NA,"30-34","110000","US","urban","prof","english",300,3,"2","[u'white']","prof","TX"
NA,"25-29","40000","US","suburban","bach","English",200,2,"2","[u'white', u'hisp']","hs","NC"
NA,"35-39","110000","US","suburban","prof","English",300,4,"3>","[u'white']","prof","IL"
NA,"30-34","na","US","suburban","assoc","English, Portuguese",100,2,"2","[u'white', u'hisp', u'other']","hs","MA"
NA,"30-34",">200000","US","suburban","prof","english",75,1,"2","[u'white']","bach","CO"
NA,"40-44","120000","US","urban","prof","English",250,1,"2","[u'white']","prof","MA"
NA,"30-34","40000","US","suburban","bach","English",200,3,"2","[u'white']","bach","CA"
NA,"50s",">200000","PE","urban","prof","Spanish, English",200,2,"2","[u'hisp']","prof",NA
NA,"25-29","40000","US","rural","bach","English",200,3,"2","[u'white']","bach","OR"
NA,"40-44","na","US","suburban","prof","english",100,1,"2","[u'white']","prof","NY"
NA,"35-39","100000","US","urban","prof","English",250,2,"2","[u'white']","prof","TX"
NA,"30-34","na","US","suburban","prof","English",200,2,"2","[u'white', u'asian']","prof","OR"
NA,"35-39","170000","US","suburban","prof","English",50,2,"2","[u'white']","prof","FL"
NA,"30-34","70000","US","suburban","col","English",150,3,"2","[u'white']","col","TN"
NA,"30-34","30000","US","suburban","assoc","English",125,2,"2","[u'white', u'hisp']","assoc","OH"
NA,"30-34","130000","US","urban","bach","English",400,2,"2","[u'white']","col","MD"
NA,"25-29","30000","US",NA,"bach","English",100,2,"2","[u'white']","assoc","PA"
NA,"35-39","170000","US","urban","prof","English",200,1,"1","[u'white', u'hawaiian-pac-isl']","na","CO"
NA,"25-29","130000","US","suburban","prof","English",250,2,"2","[u'white']","prof","NH"
NA,"30-34","120000","US","suburban","prof","English",250,2,"2","[u'white']","prof","NH"
NA,"25-29","70000","US","suburban","col","English",100,2,"2","[u'white']","grad","TX"
NA,"30-34","80000","US","rural","grad","English",200,2,"2","[u'white']","assoc","SC"
NA,"30-34","90000","US","suburban","prof","English",100,2,"2","[u'white']","prof","PA"
NA,"35-39","60000","US","suburban","prof","English",150,2,"2","[u'white']","prof","IN"
NA,"30-34","70000","US","suburban","col","English",200,4,"2","[u'white', u'black']","prof","AR"
NA,"25-29","15000","US","suburban","col","English",60,1,"1","[u'white']",NA,"PA"
NA,"25-29","10000","US","rural","prof","English, American Sign language",150,1,"1","[u'black']","na","PA"
NA,"25-29","5000","US","urban","hs","english",20,2,"2","[u'hisp', u'black']","hs","MA"
NA,"30-34","90000","US","suburban","prof","English",100,2,"2","[u'white', u'black']","bach","VA"
NA,"25-29","5000","US","suburban","hs","English",12,2,"2","[u'white']","some","OH"
NA,"22-24","20000","US","suburban","some","English",20,2,"2","[u'white']","hs","FL"
NA,"35-39","50000","US","urban","bach","English",100,4,"2","[u'white']","prof","FL"
NA,"35-39","50000","US","urban","bach","English, Spanish",100,2,"2","[u'hisp']","bach","TX"
NA,"30-34","110000","US","suburban","prof","English",50,2,"2","[u'white', u'asian']","prof","VA"
NA,"25-29","80000","US","suburban","bach","English",200,2,"2","[u'white']","prof","NM"
NA,"30-34","20000","US","rural","col","English",100,3,"2","[u'white', u'black']","hs","OH"
NA,"30-34","100000","US","rural","col","English",1000000000,2,"2","[u'white']","col","FL"
NA,"25-29","30000","US","suburban","bach","English",150,1,"2","[u'white', u'black']","col","MA"
NA,"30-34","110000","US","rural","prof","English",125,3,"2","[u'white']","prof","SD"
NA,"30-34",">200000","US","suburban","col","English",30,3,"2","[u'white', u'hisp']","col","CA"
NA,"30-34","10000","US","suburban","hs","English",100,1,"2","[u'white']","hs","CA"
NA,"35-39","120000","US","suburban","col","English",40,1,"1","[u'white']","na","TX"
NA,"30-34","50000","US","suburban","assoc","English",100,1,"2","[u'white']",NA,"FL"
NA,"25-29","70000","US","suburban","prof","English, Hindi",15,1,"2","[u'asian']","prof","IN"
NA,"25-29","20000","US","urban","col","English",30,2,"2","[u'hisp']","some","IL"
NA,"25-29","80000","US","suburban","col","English",100,1,"2","[u'white', u'asian']","prof","MD"
NA,"40-44","60000","US","suburban","bach","English and Spanish",250,3,"2","[u'white', u'hisp']","col","CA"
NA,"30-34","50000","US","rural","col","English",50,4,"2","[u'white']","col","MD"
NA,"25-29","60000","US","suburban","col","English",50,1,"1","[u'white']","bach","AZ"
NA,"35-39","80000","US","suburban","assoc","English",40,6,"2","[u'white']","bach","CA"
NA,"35-39","20000","US","urban","hs","english",50,3,"2","[u'hisp']","hs","CA"
NA,"30-34","50000","US","suburban","hs","English",50,2,"2","[u'white']","col","MI"
NA,"35-39","40000","US","rural","hs","English",200,1,"2","[u'white', u'hisp']","hs","NM"
NA,"25-29","15000","US","suburban","bach","English",30,2,"2","[u'white']","bach","AL"
NA,"25-29","100000","US","suburban","bach","english",100,2,"2","[u'white']","bach","UT"
NA,"35-39","70000","US","suburban","bach","English",200,4,"2","[u'white']","bach","AZ"
NA,"25-29","90000","US","suburban","bach","English",150,2,"2","[u'white']","bach","UT"
NA,"30-34","110000","US","suburban","bach","English",65,2,"2","[u'white']","assoc","NC"
NA,"30-34","100000","US","suburban","prof","English",100,2,"2","[u'white', u'hisp', u'asian']","col","OK"
NA,"35-39",">200000","US","suburban","prof","English",100,1,"2","[u'white']","prof","OH"
NA,"35-39","70000","US","suburban","prof","English",200,3,"1","[u'white']","bach","NC"
NA,"30-34","100000","US","suburban","hs","English, Hebrew",250,3,"2","[u'white']","bach","CO"
NA,"35-39","180000","US","suburban","bach","English",150,1,"2","[u'white']","prof","MD"
NA,"35-39","90000","US","urban","bach","English",200,3,"2","[u'white']","prof","IN"
NA,"30-34","40000","US","suburban","col","English",53,3,"2","[u'white', u'hisp', u'asian']","bach","IA"
NA,"35-39","150000","US","suburban","prof","English",540,2,"2","[u'white']","bach","OH"
NA,"35-39",">200000","US","urban","bach","English",350,3,"2","[u'asian']","prof","TX"
NA,"35-39",NA,"US","suburban","grad","English",50,2,"2","[u'white']","hs","FL"
NA,"30-34","90000","US","suburban","prof","English",100,1,"2","[u'white']","bach","TX"
NA,"25-29","20000","US","suburban","prof","English",79,3,"2","[u'white']","hs","TX"
NA,"40-44","70000","US","suburban","bach","English",50,1,"2","[u'white']","bach","FL"
NA,"35-39","60000","US","suburban","prof","English",200,2,"2","[u'white']","prof","CO"
NA,"40-44","90000","US","rural","bach","English",500,2,"2","[u'white']","prof","TN"
NA,"25-29","70000","US","suburban","bach","English",75,2,"2","[u'white']","bach","TN"
NA,"25-29","40000","US","suburban","grad","English",30,2,"2","[u'white']","bach","ME"
NA,"35-39","150000","US","suburban","prof","English",60,1,"2","[u'white']","bach","VA"
NA,"35-39","90000","US",NA,"prof","English",150,3,"2","[u'white']","prof","IN"
NA,"30-34","70000","US","suburban","prof","English, French",100,2,"2","[u'white']","grad","CA"
NA,"25-29","50000","US","rural","hs","English",50,4,"2","[u'white']","hs","OH"
NA,"30-34","10000","US","urban","bach","English",100,3,"2","[u'white', u'black']","assoc","WA"
NA,"22-24","20000","US","suburban","col","English Spanish",55,1,"1","[u'white', u'hisp']","some","IN"
NA,"30-34","70000","US","suburban","bach","English",50,3,"2","[u'white']","prof","NJ"
NA,"35-39","120000","US","suburban","prof","English",200,1,"2","[u'white', u'black', u'other']","prof","MA"
NA,"25-29","20000","US","rural","bach","English",55,2,"2","[u'white']","col","CO"
NA,"40-44",">200000","US","suburban","prof","English",NA,2,"2","[u'white', u'other']","prof","CO"
NA,"30-34","50000","US","suburban","bach","English",100,2,"2","[u'white']","grad","OH"
NA,"35-39","30000","US","rural","col","English",30,1,"2","[u'white']","col","IN"
NA,"25-29","100000","US","suburban","bach","English",100,2,"2","[u'white', u'black']","bach","MI"
NA,"35-39","60000","US","suburban","prof","English and a little Greek",100,3,"2","[u'white']",NA,"IL"
NA,"25-29","30000","US","rural","col","English",50,4,"2","[u'white']","hs","KY"
NA,"22-24","10000","US","urban","some","English",2,1,"2","[u'white']","hs","AL"
NA,"35-39","70000","US","suburban","bach","English",300,3,"2","[u'white']","bach","TX"
NA,"30-34","120000","US","suburban","prof","English",50,1,"2","[u'white']","col","CO"
NA,"25-29","15000","US","urban","assoc","English",50,1,"1","[u'white']","na","MA"
NA,"25-29","100000","US","suburban","bach","English",75,2,"2","[u'white']","col","IN"
NA,NA,NA,"US","urban",NA,"English",NA,2,"2","[u'white']",NA,"MA"
NA,"18-21",NA,"US","urban","col","English",50,0,NA,"[u'white', u'black']","na","CA"
NA,"35-39","40000","US","rural","bach","English",50,2,"2","[u'white', u'asian']","bach","IL"
NA,"22-24","100000","US","suburban","bach","English",0,1,"2","[u'white']","bach","CA"
NA,"30-34","50000","US","rural","bach","English",40,4,"2","[u'black']","bach","TN"
NA,"22-24","15000","US","urban","assoc","English",250,4,"2","[u'white']","col","MI"
NA,"30-34","60000","US","suburban","assoc","English",50,1,"2","[u'white']","hs","FL"
NA,"25-29","15000","US","suburban","col","English",20,1,"2","[u'white', u'hisp']","col","FL"
NA,"30-34","90000","US","suburban","bach","English",120,2,"2","[u'white']","bach","MD"
NA,"35-39","70000","US","rural","bach","English",50,3,"2","[u'white']","bach","NC"
NA,"30-34","50000","US","suburban","bach","English",100,2,"2","[u'white']","bach","TX"
4302,"35-39","30000","US","rural","col","English",200,7,"2","[u'white']","col","CA"
NA,"25-29","80000","US","suburban","bach","English",200,2,"2","[u'white']","prof","TX"
NA,"30-34","30000","US","urban","hs","English",100,2,"2","[u'white']","hs","WV"
NA,"25-29","50000","US","rural","bach","English",150,2,"2","[u'white']","grad","UT"
NA,"35-39","70000","US","rural","prof","English",100,1,"2","[u'white']","prof","NC"
NA,"35-39","50000","US","suburban","col","English",80,4,"2","[u'white']","prof","OH"
NA,"30-34","70000","US","rural","prof","English",50,3,"2","[u'white', u'black']","bach","OH"
NA,"25-29","20000","US","suburban","assoc","English",100,4,"2","[u'white']","some","MI"
NA,"25-29","30000","US","suburban","hs","English",50,2,"2","[u'white']","hs","OH"
NA,"40-44","50000","US","urban","bach","English",200,1,"2","[u'white']","bach","MN"
NA,"30-34",">200000","US","suburban","prof","English",100,1,"2","[u'white', u'hisp']","prof","NM"
NA,"35-39","70000","US","suburban","col","English",100,2,"2","[u'white']","bach","AL"
NA,"30-34","100000","US","suburban","prof","English",400,2,"2","[u'white']","prof","TX"
NA,"35-39","100000","US","suburban","prof","English",NA,2,"2","[u'white']","col","NC"
NA,"30-34",NA,"US","suburban",NA,"English",60,1,"2","[u'white']",NA,"CA"
NA,"30-34","60000","US","suburban","bach","English",150,2,"2","[u'white', u'hisp']","prof","FL"
NA,"30-34","60000","US","rural","col","English",100,4,"2","[u'white']","col","LA"
NA,"30-34","70000","US","suburban","assoc","English",100,3,"3>","[u'white', u'hisp']","assoc","NE"
NA,"25-29","na","US","rural","prof","English",250,2,"2","[u'white']","prof","KS"
NA,"30-34","70000","US","rural","bach","English",45,1,"2","[u'white']","bach","NE"
NA,"35-39","90000","US","suburban","bach","English",100,3,"2","[u'white']","bach","NJ"
NA,"35-39","120000","US","urban","grad","English",100,1,"2","[u'white', u'asian']","prof","NC"
NA,"30-34","160000","US","suburban","prof","English",50,2,NA,"[u'hisp', u'black']","prof","NC"
NA,"35-39","70000","US","suburban","prof","English",100,2,"2","[u'white', u'mideast-naf']","prof","CT"
NA,"30-34","120000","US","urban","prof","english",150,2,"2","[u'white', u'black']","prof","FL"
NA,"30-34","70000","US","suburban","prof","English",150,3,"2","[u'white']","prof","FL"
NA,"35-39","70000","US","suburban","prof","English",100,1,"2","[u'white']","bach","NY"
NA,"30-34","70000","US","suburban","col","English",200,3,"2","[u'white']","col","TX"
NA,NA,NA,"US","suburban",NA,"English",NA,4,NA,"[]",NA,"IL"
NA,"35-39","190000","US","urban","prof","English and Portuguese",40,2,"2","[u'white', u'hisp']","prof","OH"
NA,"30-34",">200000","US","rural","prof","English",137,2,"2","[u'white', u'asian']","prof","MI"
NA,"35-39","100000","US","suburban","prof","English, Marathi",30,2,"2","[u'asian']","prof","NC"
NA,"30-34",NA,"US","urban","prof","English",50,2,"2","[u'other']","bach","ID"
NA,"30-34","40000","US","rural","bach","English",300,2,"2","[u'white']","prof","GA"
NA,"25-29","50000","US","suburban","bach","English",1000,1,"2","[u'white']","col","NV"
NA,"30-34","160000","US","suburban","prof","English",100,1,"2","[u'white']","prof","MA"
NA,"40-44","70000","US","suburban","bach","English",80,1,"2","[u'white']","prof","FL"
NA,"25-29","40000","US","rural","assoc","English",200,1,"2","[u'white']","bach","UT"
NA,"30-34","70000","US","suburban","bach","English",100,4,"2","[u'white']","bach","NV"
NA,"35-39","100000","US","rural","bach","English",350,3,"2","[u'white', u'black', u'other']","bach","NE"
NA,"40-44","40000","US","rural","bach","English",100,2,"2","[u'white']","grad","SD"
NA,"35-39","150000","US","suburban","bach","English",75,1,"2","[u'white']","prof","CA"
NA,"25-29","30000","US","rural","col","English",500,4,"2","[u'white']","hs","WV"
NA,"30-34","50000","US","urban","prof","English",50,2,"2","[u'white']","hs","AR"
NA,"35-39","160000","US","urban","bach","English",30,1,"2","[u'asian']","prof","WA"
NA,"25-29","20000","US","urban","col","English",40,2,"2","[u'hisp']","prof","TX"
NA,"35-39","20000","US","rural","col","English,",40,3,"2","[u'white']","col","PA"
NA,"30-34","100000","US","suburban","bach","English",500,3,"2","[u'white']","bach","MI"
NA,"30-34","80000","US","suburban","prof","English",100,2,"2","[u'white']","prof","PA"
NA,"30-34","50000","US","rural","hs","English",60,2,"2","[u'white']","col","MO"
NA,"40-44","15000","US","suburban","assoc","English",35,4,"2","[u'white', u'hisp']","assoc","CA"
NA,"30-34","140000","US","rural","prof","English",175,3,"2","[u'white']","prof","KY"
NA,"40-44","150000","US","suburban","prof","English",300,4,"2","[u'white']","prof","NC"
NA,"30-34","80000","US","suburban","col","English",200,3,"2","[u'white']","prof","WA"
NA,"30-34","110000","US","suburban","prof","English",100,1,"2","[u'white']","prof","NY"
NA,"25-29","110000","US","suburban","bach","English",50,2,"2","[u'white']","prof","CA"
NA,"35-39","na","US","suburban","bach","English",80,2,"2","[u'white']","prof","SC"
NA,"25-29","40000","US","urban","col","English",50,2,"2","[u'white']","assoc","IN"
NA,"35-39","40000","US","urban","col","English",30,3,"2","[u'other']","hs","MD"
NA,"45-59","80000","US","rural","prof","English",200,1,NA,"[u'white']","prof","NE"
NA,"35-39",NA,"US","suburban","grad","English",100,2,"2","[u'white']","prof","NY"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,"30-34","110000","US","urban","prof","hindi",30,1,"2","[u'asian']","bach","MA"
NA,"30-34","100000","US","suburban","prof","English",200,3,"2","[u'white']","prof","MO"
NA,"40-44","5000","AE","urban","prof","english",4,2,"2","[u'asian']","prof",NA
NA,"35-39","10000","DO","urban","prof","SPANISH",42,2,"3>","[u'hisp']","prof",NA
NA,"35-39",">200000","US","suburban","bach","english",500,2,"2","[u'white']","bach","CA"
NA,"30-34","80000","US","urban","prof","English",100,1,"2","[u'white']","prof","MA"
NA,"18-21","0","US","urban","some","English",10,3,"2","[u'other']","na","MA"
NA,"25-29","40000","US","urban","bach","English",100,2,"2","[u'hisp']","hs","MA"
NA,"35-39","190000","US","suburban","prof","English",100,2,"2","[u'white']","prof","FL"
NA,"25-29","80000","US","suburban","col","English and some ASL",60,1,"2","[u'white']","grad","CA"
NA,"25-29","30000","US","suburban","col","English",130,2,"2","[u'black']","hs","MI"
NA,"25-29","50000","US","rural","bach","English",400,4,"2","[u'white']","assoc","OK"
NA,"30-34","40000","US","urban","bach","English",150,3,"2","[u'white', u'hisp']","bach","AZ"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",NA,NA
NA,"25-29","90000","US","suburban","bach","English",450,3,"2","[u'white']","prof","WA"
NA,"30-34","50000","US","suburban","bach","English and we are trying to speak some Spanish",150,3,"2","[u'white', u'black']","assoc","LA"
NA,"30-34","70000","US","suburban","col","English",250,3,"2","[u'white']","bach","PA"
